codParlamentario,nombre,fecha_declaracion,url_pdf_bienes
263,Manuel Mariscal Zabala,11/08/2023,https://www.congreso.es/docbienes/leg15/000251/000251_000_e_0001054_20230811.pdf
264,Ignacio López Cano,11/08/2023,https://www.congreso.es/docbienes/leg15/000253/000253_000_e_0001061_20230811.pdf
264,Ignacio López Cano,05/08/2025,https://www.congreso.es/docbienes/leg15/000253/000253_001_e_0077236_20250805.pdf
266,Carlos García Adanero,11/08/2023,https://www.congreso.es/docbienes/leg15/000254/000254_000_e_0001067_20230811.pdf
268,Francisco Sierra Caballero,14/08/2023,https://www.congreso.es/docbienes/leg15/000260/000260_000_e_0001090_20230814.pdf
269,Fèlix Alonso Cantorné,14/08/2023,https://www.congreso.es/docbienes/leg15/000257/000257_000_e_0001081_20230814.pdf
270,Jaime Miguel De los Santos González,14/08/2023,https://www.congreso.es/docbienes/leg15/000258/000258_000_e_0001085_20230814.pdf
271,Cristina Narbona Ruiz,14/08/2023,https://www.congreso.es/docbienes/leg15/000259/000259_000_e_0001087_20230814.pdf
272,Lídia Guinart Moreno,14/08/2023,https://www.congreso.es/docbienes/leg15/000262/000262_000_e_0001098_20230814.pdf
273,Lázaro Azorín Salar,14/08/2023,https://www.congreso.es/docbienes/leg15/000261/000261_000_e_0001096_20230814.pdf
273,Lázaro Azorín Salar,23/10/2023,https://www.congreso.es/docbienes/leg15/000261/000261_001_e_0002978_20231023.pdf
276,Raquel Clemente Muñoz,14/08/2023,https://www.congreso.es/docbienes/leg15/000270/000270_000_e_0001130_20230814.pdf
277,José Alberto Herrero Bono,14/08/2023,https://www.congreso.es/docbienes/leg15/000269/000269_000_e_0001126_20230814.pdf
281,María del Mar Sánchez Sierra,14/08/2023,https://www.congreso.es/docbienes/leg15/000272/000272_000_e_0001148_20230814.pdf
282,Eduardo Carazo Hermoso,14/08/2023,https://www.congreso.es/docbienes/leg15/000273/000273_000_e_0001155_20230814.pdf
283,María de la Cabeza Ruiz Solás,14/08/2023,https://www.congreso.es/docbienes/leg15/000274/000274_000_e_0001162_20230814.pdf
284,Rocío De Meer Méndez,14/08/2023,https://www.congreso.es/docbienes/leg15/000278/000278_000_e_0001171_20230814.pdf
287,Oskar Matute García de Jalón,14/08/2023,https://www.congreso.es/docbienes/leg15/000282/000282_000_e_0001187_20230814.pdf
288,Isabel Pozueta Fernández,14/08/2023,https://www.congreso.es/docbienes/leg15/000283/000283_000_e_0001188_20230814.pdf
290,Jon Iñarritu García,14/08/2023,https://www.congreso.es/docbienes/leg15/000280/000280_000_e_0001180_20230814.pdf
291,Marije Fullaondo la Cruz,14/08/2023,https://www.congreso.es/docbienes/leg15/000284/000284_000_e_0001190_20230814.pdf
292,Javier Sánchez Serna,14/08/2023,https://www.congreso.es/docbienes/leg15/000279/000279_000_e_0001174_20230814.pdf
293,Patricia Rueda Perelló,14/08/2023,https://www.congreso.es/docbienes/leg15/000277/000277_000_e_0001169_20230814.pdf
293,Patricia Rueda Perelló,27/09/2024,https://www.congreso.es/docbienes/leg15/000277/000277_001_e_0042121_20240927.pdf
293,Patricia Rueda Perelló,30/10/2024,https://www.congreso.es/docbienes/leg15/000277/000277_001_e_0046638_20241030.pdf
294,Ricardo Chamorro Delmo,14/08/2023,https://www.congreso.es/docbienes/leg15/000287/000287_000_e_0001201_20230814.pdf
296,Alejandro Soler Mur,14/08/2023,https://www.congreso.es/docbienes/leg15/000281/000281_000_e_0001182_20230814.pdf
297,Luis María Beamonte Mesa,14/08/2023,https://www.congreso.es/docbienes/leg15/000291/000291_000_e_0001212_20230814.pdf
297,Luis María Beamonte Mesa,13/11/2024,https://www.congreso.es/docbienes/leg15/000291/000291_001_e_0048419_20241113.pdf
298,Alfonso Carlos Macías Gata,14/08/2023,https://www.congreso.es/docbienes/leg15/000285/000285_000_e_0001194_20230814.pdf
299,Antonio Cavacasillas Rodríguez,14/08/2023,https://www.congreso.es/docbienes/leg15/000288/000288_000_e_0001205_20230814.pdf
300,Mertxe Aizpurua Arzallus,14/08/2023,https://www.congreso.es/docbienes/leg15/000286/000286_000_e_0001200_20230814.pdf
300,Mertxe Aizpurua Arzallus,16/08/2023,https://www.congreso.es/docbienes/leg15/000286/000286_001_e_0001422_20230816.pdf
303,Maribel Vaquero Montero,16/08/2023,https://www.congreso.es/docbienes/leg15/000297/000297_000_e_0001240_20230816.pdf
303,Maribel Vaquero Montero,26/06/2025,https://www.congreso.es/docbienes/leg15/000297/000297_001_e_0074574_20250626.pdf
305,Joseba Andoni Agirretxea Urresti,16/08/2023,https://www.congreso.es/docbienes/leg15/000296/000296_000_e_0001239_20230816.pdf
306,Mikel Legarda Uriarte,18/08/2023,https://www.congreso.es/docbienes/leg15/000345/000345_000_e_0001476_20230818.pdf
307,María de los Reyes Romero Vilches,16/08/2023,https://www.congreso.es/docbienes/leg15/000295/000295_000_e_0001238_20230816.pdf
309,Idoia Sagastizabal Unzetabarrenetxea,16/08/2023,https://www.congreso.es/docbienes/leg15/000298/000298_000_e_0001246_20230816.pdf
310,Verónica Martínez Barbero,16/08/2023,https://www.congreso.es/docbienes/leg15/000303/000303_000_e_0001269_20230816.pdf
311,Agustín Santos Maraver,16/08/2023,https://www.congreso.es/docbienes/leg15/000304/000304_000_e_0001270_20230816.pdf
312,Gabriel Rufián Romero,16/08/2023,https://www.congreso.es/docbienes/leg15/000299/000299_000_e_0001249_20230816.pdf
312,Gabriel Rufián Romero,28/01/2026,https://www.congreso.es/docbienes/leg15/000299/000299_001_e_0096087_20260128.pdf
314,Concepción Gamarra Ruiz-Clavijo,16/08/2023,https://www.congreso.es/docbienes/leg15/000301/000301_000_e_0001257_20230816.pdf
315,Cayetana Álvarez de Toledo Peralta-Ramos,16/08/2023,https://www.congreso.es/docbienes/leg15/000311/000311_000_e_0001306_20230816.pdf
316,Alberto Asarta Cuevas,14/09/2023,https://www.congreso.es/docbienes/leg15/000349/000349_000_e_0001697_20230914.pdf
317,Santiago Abascal Conde,16/08/2023,https://www.congreso.es/docbienes/leg15/000316/000316_000_e_0001326_20230816.pdf
317,Santiago Abascal Conde,21/09/2023,https://www.congreso.es/docbienes/leg15/000316/000316_001_e_0001872_20230921.pdf
318,Joaquín Robles López,16/08/2023,https://www.congreso.es/docbienes/leg15/000305/000305_000_e_0001271_20230816.pdf
319,María Soledad Cruz-Guzmán García,16/08/2023,https://www.congreso.es/docbienes/leg15/000306/000306_000_e_0001289_20230816.pdf
320,Milagros Marcos Ortega,16/08/2023,https://www.congreso.es/docbienes/leg15/000310/000310_000_e_0001296_20230816.pdf
321,Noelia Cobo Pérez,16/08/2023,https://www.congreso.es/docbienes/leg15/000315/000315_000_e_0001321_20230816.pdf
323,Miguel Ángel Paniagua Núñez,16/08/2023,https://www.congreso.es/docbienes/leg15/000308/000308_000_e_0001293_20230816.pdf
324,Manuel Cobo Vega,16/08/2023,https://www.congreso.es/docbienes/leg15/000314/000314_000_e_0001314_20230816.pdf
325,Francisco Javier Ortega Smith-Molina,16/08/2023,https://www.congreso.es/docbienes/leg15/000309/000309_000_e_0001294_20230816.pdf
325,Francisco Javier Ortega Smith-Molina,04/12/2024,https://www.congreso.es/docbienes/leg15/000309/000309_001_e_0050658_20241204.pdf
327,Aina Vidal Sáez,16/08/2023,https://www.congreso.es/docbienes/leg15/000313/000313_000_e_0001313_20230816.pdf
328,Gerardo Pisarello Prados,16/08/2023,https://www.congreso.es/docbienes/leg15/000318/000318_000_e_0001338_20230816.pdf
329,Eloi Badia Casas,16/08/2023,https://www.congreso.es/docbienes/leg15/000322/000322_000_e_0001352_20230816.pdf
331,Carina Mejías Sánchez,19/09/2023,https://www.congreso.es/docbienes/leg15/000351/000351_000_e_0001785_20230919.pdf
332,Júlia Boada Danés,16/08/2023,https://www.congreso.es/docbienes/leg15/000325/000325_000_e_0001363_20230816.pdf
332,Júlia Boada Danés,13/09/2023,https://www.congreso.es/docbienes/leg15/000325/000325_001_e_0001689_20230913.pdf
334,Ana Isabel Alós López,16/08/2023,https://www.congreso.es/docbienes/leg15/000319/000319_000_e_0001347_20230816.pdf
338,Teslem Andala Ubbi,16/08/2023,https://www.congreso.es/docbienes/leg15/000329/000329_000_e_0001380_20230816.pdf
339,Juan Luis Pedreño Molina,16/08/2023,https://www.congreso.es/docbienes/leg15/000328/000328_000_e_0001376_20230816.pdf
340,Esther Llamazares Domingo,16/08/2023,https://www.congreso.es/docbienes/leg15/000321/000321_000_e_0001350_20230816.pdf
341,María Eugenia Carballedo Berlanga,16/08/2023,https://www.congreso.es/docbienes/leg15/000331/000331_000_e_0001386_20230816.pdf
342,Yolanda Díaz Pérez,16/08/2023,https://www.congreso.es/docbienes/leg15/000324/000324_000_e_0001361_20230816.pdf
344,María José Rodríguez de Millán Parro,16/08/2023,https://www.congreso.es/docbienes/leg15/000337/000337_000_e_0001408_20230816.pdf
345,Carlos Hernández Quero,16/08/2023,https://www.congreso.es/docbienes/leg15/000336/000336_000_e_0001402_20230816.pdf
346,Alberto Núñez Feijóo,16/08/2023,https://www.congreso.es/docbienes/leg15/000332/000332_000_e_0001389_20230816.pdf
347,Marta Varela Pazos,16/08/2023,https://www.congreso.es/docbienes/leg15/000334/000334_000_e_0001397_20230816.pdf
348,Aurora Nacarino-Brabo Jiménez,16/08/2023,https://www.congreso.es/docbienes/leg15/000341/000341_000_e_0001417_20230816.pdf
349,Francisco José Conde López,16/08/2023,https://www.congreso.es/docbienes/leg15/000340/000340_000_e_0001415_20230816.pdf
350,Pablo Hispán Iglesias de Ussel,16/08/2023,https://www.congreso.es/docbienes/leg15/000342/000342_000_e_0001420_20230816.pdf
351,Mirian Guardiola Salmerón,17/10/2023,https://www.congreso.es/docbienes/leg15/000352/000352_000_e_0002620_20231017.pdf
352,Ignasi Conesa Coma,19/09/2023,https://www.congreso.es/docbienes/leg15/000350/000350_000_e_0001781_20230919.pdf
353,José Losada Fernández,28/11/2023,https://www.congreso.es/docbienes/leg15/000353/000353_000_e_0004931_20231128.pdf
353,José Losada Fernández,22/01/2025,https://www.congreso.es/docbienes/leg15/000353/000353_001_e_0054218_20250122.pdf
353,José Losada Fernández,25/06/2026,https://www.congreso.es/docbienes/leg15/000353/000353_001_e_0120996_20260625.pdf
354,Juan Antonio Lorenzo Cazorla,28/11/2023,https://www.congreso.es/docbienes/leg15/000354/000354_000_e_0004933_20231128.pdf
354,Juan Antonio Lorenzo Cazorla,19/05/2026,https://www.congreso.es/docbienes/leg15/000354/000354_001_e_0115059_20260519.pdf
355,Javier Rodríguez Palacios,05/12/2023,https://www.congreso.es/docbienes/leg15/000355/000355_000_e_0005732_20231205.pdf
357,Víctor Gutiérrez Santiago,19/12/2023,https://www.congreso.es/docbienes/leg15/000359/000359_000_e_0006621_20231219.pdf
358,Alba Soldevilla Novials,20/12/2023,https://www.congreso.es/docbienes/leg15/000365/000365_000_e_0006665_20231220.pdf
359,Esther Rodríguez Suárez,20/12/2023,https://www.congreso.es/docbienes/leg15/000362/000362_000_e_0006659_20231220.pdf
361,Mª Isabel Moreno Fernández,20/12/2023,https://www.congreso.es/docbienes/leg15/000363/000363_000_e_0006661_20231220.pdf
362,Víctor Javier Ruiz de Diego,19/12/2023,https://www.congreso.es/docbienes/leg15/000358/000358_000_e_0006619_20231219.pdf
362,Víctor Javier Ruiz de Diego,25/09/2024,https://www.congreso.es/docbienes/leg15/000358/000358_001_e_0041818_20240925.pdf
363,Alberto Mayoral de Lamo,19/12/2023,https://www.congreso.es/docbienes/leg15/000361/000361_000_e_0006625_20231219.pdf
363,Alberto Mayoral de Lamo,12/11/2025,https://www.congreso.es/docbienes/leg15/000361/000361_001_e_0088688_20251112.pdf
364,Víctor Camino Miñana,19/12/2023,https://www.congreso.es/docbienes/leg15/000360/000360_000_e_0006623_20231219.pdf
365,Cristina López Zamora,20/12/2023,https://www.congreso.es/docbienes/leg15/000364/000364_000_e_0006663_20231220.pdf
366,Jesús Mayoral Pérez,19/12/2023,https://www.congreso.es/docbienes/leg15/000356/000356_000_e_0006531_20231219.pdf
367,Emilia Almodóvar Sánchez,19/12/2023,https://www.congreso.es/docbienes/leg15/000357/000357_000_e_0006617_20231219.pdf
368,María Torres Tejada,18/01/2024,https://www.congreso.es/docbienes/leg15/000370/000370_000_e_0008500_20240118.pdf
369,Josep Paré Aregall,09/01/2024,https://www.congreso.es/docbienes/leg15/000368/000368_000_e_0007832_20240109.pdf
370,Marta Gracia Blanco,16/01/2024,https://www.congreso.es/docbienes/leg15/000369/000369_000_e_0008387_20240116.pdf
371,Rocío Aguirre Gil de Biedma,23/01/2024,https://www.congreso.es/docbienes/leg15/000371/000371_000_e_0008921_20240123.pdf
372,Candela López Tagliafico,30/01/2024,https://www.congreso.es/docbienes/leg15/000372/000372_000_e_0009914_20240130.pdf
373,José Enrique Núñez Guijarro,31/01/2024,https://www.congreso.es/docbienes/leg15/000373/000373_000_e_0010136_20240131.pdf
373,José Enrique Núñez Guijarro,19/11/2025,https://www.congreso.es/docbienes/leg15/000373/000373_001_e_0089577_20251119.pdf
374,Edurne Uriarte Bengoechea,07/02/2024,https://www.congreso.es/docbienes/leg15/000375/000375_000_e_0010821_20240207.pdf
375,Manuel Lago Peñas,06/02/2024,https://www.congreso.es/docbienes/leg15/000374/000374_000_e_0010624_20240206.pdf
376,Olvido De la Rosa Baena,20/02/2024,https://www.congreso.es/docbienes/leg15/000376/000376_000_e_0012168_20240220.pdf
376,Olvido De la Rosa Baena,30/12/2024,https://www.congreso.es/docbienes/leg15/000376/000376_001_e_0053187_20241230.pdf
377,Patricia Otero Rodríguez,12/03/2024,https://www.congreso.es/docbienes/leg15/000377/000377_000_e_0016001_20240312.pdf
378,Carmelo Barrio Baroja,10/04/2024,https://www.congreso.es/docbienes/leg15/000379/000379_000_e_0020418_20240410.pdf
380,María Montserrat García Chavarría,23/04/2024,https://www.congreso.es/docbienes/leg15/000380/000380_000_e_0022508_20240423.pdf
381,Guillermo Hita Téllez,11/06/2024,https://www.congreso.es/docbienes/leg15/000381/000381_000_e_0029253_20240611.pdf
382,Juan Andrés Bayón Rolo,25/06/2024,https://www.congreso.es/docbienes/leg15/000383/000383_000_e_0031711_20240625.pdf
382,Juan Andrés Bayón Rolo,22/07/2025,https://www.congreso.es/docbienes/leg15/000383/000383_001_e_0076475_20250722.pdf
383,María Elisa Vedrina Conesa,18/06/2024,https://www.congreso.es/docbienes/leg15/000382/000382_000_e_0030900_20240618.pdf
384,María Sainz Martín,26/06/2024,https://www.congreso.es/docbienes/leg15/000384/000384_000_e_0031941_20240626.pdf
384,María Sainz Martín,13/02/2026,https://www.congreso.es/docbienes/leg15/000384/000384_001_e_0099341_20260213.pdf
385,Cristina Moreno Borrás,11/07/2024,https://www.congreso.es/docbienes/leg15/000385/000385_000_e_0033920_20240711.pdf
386,Mercedes Otero García,22/07/2024,https://www.congreso.es/docbienes/leg15/000386/000386_000_e_0034512_20240722.pdf
387,Oriol Almirón Ruiz,16/09/2024,https://www.congreso.es/docbienes/leg15/000388/000388_000_e_0038092_20240916.pdf
388,Andrea Canelo Matito,10/09/2024,https://www.congreso.es/docbienes/leg15/000387/000387_000_e_0037563_20240910.pdf
389,Josep Pagès i Massó,12/12/2024,https://www.congreso.es/docbienes/leg15/000392/000392_000_e_0051602_20241212.pdf
390,Vicente Montávez Aguillaume,19/09/2024,https://www.congreso.es/docbienes/leg15/000389/000389_000_e_0038930_20240919.pdf
391,Ainhoa Molina León,,
392,Etna Estrems Fayos,14/02/2025,https://www.congreso.es/docbienes/leg15/000395/000395_000_e_0056607_20250214.pdf
393,Alda Recas Martín,05/11/2024,https://www.congreso.es/docbienes/leg15/000390/000390_000_e_0047082_20241105.pdf
393,Alda Recas Martín,27/02/2025,https://www.congreso.es/docbienes/leg15/000390/000390_001_e_0058459_20250227.pdf
394,Jonay Quintero Hernández,10/12/2024,https://www.congreso.es/docbienes/leg15/000391/000391_000_e_0051010_20241210.pdf
395,Raúl Cuevas Larrosa,09/01/2025,https://www.congreso.es/docbienes/leg15/000393/000393_000_e_0053437_20250109.pdf
395,Raúl Cuevas Larrosa,15/04/2026,https://www.congreso.es/docbienes/leg15/000393/000393_001_e_0110831_20260415.pdf
396,Luis Antonio Gómez Piña,18/02/2025,https://www.congreso.es/docbienes/leg15/000394/000394_000_e_0056886_20250218.pdf
397,Viviane Ogou i Corbi,19/02/2025,https://www.congreso.es/docbienes/leg15/000396/000396_000_e_0057138_20250219.pdf
398,Mikel Otero Gabirondo,27/05/2025,https://www.congreso.es/docbienes/leg15/000398/000398_000_e_0069775_20250527.pdf
399,Nerea Renteria Lasanta,08/05/2025,https://www.congreso.es/docbienes/leg15/000397/000397_000_e_0067526_20250508.pdf
400,Gabriel Blanco Arrúe,11/06/2025,https://www.congreso.es/docbienes/leg15/000399/000399_000_e_0072247_20250611.pdf
401,Iván Cacho Isla,19/06/2025,https://www.congreso.es/docbienes/leg15/000400/000400_000_e_0073474_20250619.pdf
402,Carlos Simarro Vicens,11/12/2025,https://www.congreso.es/docbienes/leg15/000404/000404_000_e_0092588_20251211.pdf
403,Pablo Antuñano Colina,01/08/2025,https://www.congreso.es/docbienes/leg15/000401/000401_000_e_0077117_20250801.pdf
404,María Elvira Rodríguez Herrer,16/09/2025,https://www.congreso.es/docbienes/leg15/000403/000403_000_e_0079968_20250916.pdf
405,Irene Jódar Pérez,09/09/2025,https://www.congreso.es/docbienes/leg15/000402/000402_000_e_0078912_20250909.pdf
406,Evarist Aznar Teruel,28/01/2026,https://www.congreso.es/docbienes/leg15/000405/000405_000_e_0096089_20260128.pdf
407,Ana González Herdaro,05/02/2026,https://www.congreso.es/docbienes/leg15/000406/000406_000_e_0097697_20260205.pdf
408,Laura Vergara Román,20/02/2026,https://www.congreso.es/docbienes/leg15/000407/000407_000_e_0101047_20260220.pdf
409,Inmaculada Marín Aparicio,09/06/2026,https://www.congreso.es/docbienes/leg15/000408/000408_000_e_0118377_20260609.pdf
410,Brígida Pachón Martín,11/06/2026,https://www.congreso.es/docbienes/leg15/000409/000409_000_e_0118719_20260611.pdf
